trial,target_cv,spatial_mode,q,budget_rows,target_importance,paper_aff_ms,paper_runtime_ms,paper_gap_pct,quant_aff_ms,quant_solve_ms,quant_single_query_ms,quant_gap_pct,paper_extra_vs_quant_pct
0,1.07,random,256,96,0.4494901576145539,0.02442290768018733,0.523468,0.5757615659988113,0.02428309495241632,0.115906,64.81689999999999,0.0,0.5757615659988113
0,1.07,random,256,128,0.5568052265848308,0.028896914968859648,0.532214,0.0,0.02903672769663066,0.110146,64.81114,0.48383271335947775,-0.48150304411621603
0,1.07,random,256,160,0.700020006688411,0.04437180807170234,0.568613,24.61216694841084,0.03560792590186813,0.107982,64.808976,0.0,24.61216694841084
0,1.07,random,256,192,0.8088719943874811,0.04884581536037466,0.56726,22.291492776164624,0.03994212046276944,0.113322,64.81431599999999,0.0,22.291492776164624
0,1.07,random,256,224,0.891200391367782,0.04231893683487661,0.51938,0.0,0.04231893683487661,0.100378,64.801372,0.0,0.0
0,1.07,random,32,32,0.17421526278753138,0.015474893102842693,0.868262,0.9117182587336625,0.019110024024888952,0.067185,5.554298,24.616392985808687,-19.02211591838845
0,1.07,random,32,64,0.3025828510340257,0.019948900391515013,0.545299,0.7058009442146407,0.02414328222464531,0.067256,5.554369,21.879829270653705,-17.372873307377812
0,1.07,random,32,96,0.4494901576145539,0.02442290768018733,0.523468,0.5757615659988113,0.029176540424401667,0.064711,5.551824,20.15165480995831,-16.292653875572782
0,1.07,random,32,128,0.5568052265848308,0.028896914968859648,0.532214,0.0,0.046792944123548924,0.015749,5.5028619999999995,61.93058731001104,-38.24514462573205
0,1.07,random,32,160,0.700020006688411,0.04437180807170234,0.568613,24.61216694841084,0.046792944123548924,0.014657,5.50177,31.411597104828815,-5.174147720763167
0,1.07,random,32,192,0.8088719943874811,0.04884581536037466,0.56726,22.291492776164624,0.046792944123548924,0.014417,5.50153,17.15187772057627,4.387138435669868
0,1.07,random,32,224,0.891200391367782,0.04231893683487661,0.51938,0.0,0.046792944123548924,0.014587,5.5017,10.572116464384141,-9.561286156433013
0,1.07,random,512,32,0.17421526278753138,0.015474893102842693,0.868262,0.9117182587336625,0.015335080375071683,0.166551,93.521084,0.0,0.9117182587336625
0,1.07,random,512,64,0.3025828510340257,0.019948900391515013,0.545299,0.7058009442146407,0.019809087663744,0.137447,93.49198,0.0,0.7058009442146407
0,1.07,random,512,96,0.4494901576145539,0.02442290768018733,0.523468,0.5757615659988113,0.02428309495241632,0.140663,93.495196,0.0,0.5757615659988113
