trial,target_cv,spatial_mode,budget_fraction,method,affine_matched_ratio,method_lookup_over_affine,cover_lookup_over_affine,relative_rescale_correction,lookup_matched_ratio,factorization_error
0,1.44,random,0.125,paper,1.2102586557604422,0.9904898943784933,1.2051507128465295,0.8218805198554678,0.994688013155972,0.0
0,1.44,random,0.125,dpr,1.0,1.2646932032818425,1.2646932032818425,1.0,1.0,0.0
0,1.44,random,0.125,top,11.67802461176337,0.8947795550655229,1.2996371416714225,0.6884841363603805,8.040134689225173,1.7763568394002505e-15
0,1.44,random,0.25,paper,1.2147251192929611,0.9913524030724198,1.2735142721387582,0.7784383926907457,0.9455886694234868,-1.1102230246251565e-16
0,1.44,random,0.25,dpr,1.0,1.264693203281843,1.264693203281843,1.0,1.0,0.0
0,1.44,random,0.25,top,13.92841404011947,0.9216296783745287,1.3176668173869945,0.6994406068464035,9.74209836862913,0.0
0,1.44,random,0.375,paper,1.2302487649765854,0.9889615575417684,1.300166166163303,0.76064243423602,0.9357794153076472,0.0
0,1.44,random,0.375,dpr,1.0,1.2944032629009505,1.2944032629009505,1.0,1.0,0.0
0,1.44,random,0.375,top,14.81737809587918,0.9554021395789798,1.3246353951612198,0.7212566892512328,10.687133068817554,1.7763568394002505e-15
0,1.44,random,0.5,paper,1.256060800183517,0.9870387798420907,1.3139321682771812,0.7512098445205806,0.943565238414256,2.220446049250313e-16
0,1.44,random,0.5,dpr,1.0,1.309787973869217,1.309787973869217,1.0,1.0,0.0
0,1.44,random,0.5,top,14.037204988949712,0.9987766937068895,1.343253442445211,0.7435504441282144,10.437370003852342,-3.552713678800501e-15
0,1.44,random,0.625,paper,1.2570288413005095,1.0066554272867754,1.3401552564210302,0.7511483631942113,0.944215156630794,3.3306690738754696e-16
